Wall time,Step,Value
1709810463.6123562,2048,0.0
1709810466.2647417,4096,170.0
1709810468.8894334,6144,0.0
1709810471.5368462,8192,10.0
1709810474.1717875,10240,0.0
1709810476.8150392,12288,0.0
1709810479.449813,14336,0.0
1709810482.0968,16384,0.0
1709810484.7292058,18432,0.0
1709810487.3670983,20480,0.0
1709810490.046827,22528,0.0
1709810492.672331,24576,0.0
1709810495.3162417,26624,0.0
1709810497.974428,28672,0.0
1709810500.62083,30720,0.0
1709810503.3383005,32768,0.0
1709810506.030674,34816,0.0
1709810508.6705742,36864,0.0
1709810511.3490896,38912,0.0
1709810513.9779336,40960,0.0
1709810516.6138933,43008,0.0
1709810519.3016963,45056,0.0
1709810521.959609,47104,0.0
1709810524.591647,49152,0.0
1709810527.241532,51200,0.0
1709810529.8851771,53248,0.0
1709810532.5259106,55296,0.0
1709810535.159665,57344,0.0
1709810537.7922657,59392,0.0
1709810540.424176,61440,0.0
1709810543.0615022,63488,0.0
1709810545.699425,65536,0.0
1709810548.3544483,67584,0.0
1709810551.019607,69632,0.0
1709810553.6580637,71680,0.0
1709810556.2827413,73728,0.0
1709810558.9011703,75776,0.0
1709810561.5486739,77824,0.0
1709810564.1597464,79872,0.0
1709810566.7631283,81920,0.0
1709810569.383649,83968,0.0
1709810572.0521853,86016,0.0
1709810574.766939,88064,0.0
1709810577.4575958,90112,0.0
1709810580.116644,92160,0.0
1709810582.7658603,94208,0.0
1709810585.4087927,96256,0.0
1709810588.0684779,98304,0.0
1709810590.7430463,100352,0.0
1709810593.4250255,102400,0.0
1709810596.1297932,104448,0.0
1709810598.9331207,106496,0.0
1709810601.5944095,108544,0.0
1709810604.2326891,110592,0.0
1709810606.875436,112640,0.0
1709810609.526773,114688,0.0
1709810612.1771443,116736,0.0
1709810614.8933403,118784,0.0
1709810617.5265737,120832,0.0
1709810620.179342,122880,0.0
1709810622.8584824,124928,0.0
1709810625.6193116,126976,0.0
1709810628.2698362,129024,0.0
1709810630.919676,131072,0.0
1709810633.5796394,133120,0.0
1709810636.239713,135168,0.0
1709810638.9029586,137216,0.0
1709810641.5751715,139264,0.0
1709810644.2698095,141312,0.0
1709810646.9801364,143360,0.0
1709810649.6771572,145408,0.0
1709810652.374676,147456,0.0
1709810655.0576282,149504,0.0
1709810657.8018992,151552,0.0
1709810660.4904275,153600,0.0
1709810663.183861,155648,0.0
1709810665.8357565,157696,0.0
1709810668.5065124,159744,0.0
1709810671.1981514,161792,0.0
1709810673.8991272,163840,0.0
1709810676.5036602,165888,0.0
1709810679.1820703,167936,0.0
1709810681.8393614,169984,0.0
1709810684.4639814,172032,0.0
1709810687.09065,174080,0.0
1709810689.7195415,176128,0.0
1709810692.3822289,178176,0.0
1709810695.0241303,180224,0.0
1709810697.6671436,182272,0.0
1709810700.3070157,184320,0.0
1709810702.9553416,186368,0.0
1709810705.649142,188416,0.0
1709810708.31196,190464,0.0
1709810711.0015242,192512,0.0
1709810713.653611,194560,0.0
1709810716.2870507,196608,0.0
1709810718.9147184,198656,0.0
1709810721.5518112,200704,0.0
1709810724.2159123,202752,0.0
1709810726.8674378,204800,0.0
1709810729.5067425,206848,0.0
1709810732.1698742,208896,0.0
1709810734.7999194,210944,0.0
1709810737.4248693,212992,0.0
1709810740.0629957,215040,0.0
1709810742.695792,217088,0.0
1709810745.3398075,219136,0.0
1709810748.0123956,221184,0.0
1709810750.6462579,223232,0.0
1709810753.2760172,225280,0.0
1709810755.9151638,227328,0.0
1709810758.5772517,229376,0.0
1709810761.3093874,231424,0.0
1709810763.959661,233472,0.0
1709810766.6199696,235520,0.0
1709810769.2849693,237568,0.0
1709810771.9513288,239616,0.0
1709810774.6167939,241664,0.0
1709810777.2580526,243712,0.0
1709810779.9015076,245760,0.0
1709810782.5437632,247808,0.0
1709810785.178943,249856,0.0
1709810787.8353567,251904,0.0
1709810790.532237,253952,0.0
1709810793.1886804,256000,0.0
1709810795.8302116,258048,0.0
1709810798.4670362,260096,0.0
1709810801.1515849,262144,0.0
1709810803.80307,264192,0.0
1709810806.4517977,266240,0.0
1709810809.128424,268288,0.0
1709810811.7727904,270336,0.0
1709810814.502362,272384,0.0
1709810817.2012882,274432,0.0
1709810819.8389895,276480,0.0
1709810822.5040781,278528,0.0
1709810825.13677,280576,0.0
1709810827.766289,282624,0.0
1709810830.3992572,284672,0.0
1709810833.0625389,286720,0.0
1709810835.697833,288768,0.0
1709810838.3427165,290816,0.0
1709810841.0749948,292864,0.0
1709810843.75308,294912,0.0
1709810846.3900135,296960,0.0
1709810849.0220537,299008,0.0
1709810851.648389,301056,0.0
1709810854.2868536,303104,0.0
1709810856.9155324,305152,0.0
1709810859.5425344,307200,0.0
1709810862.1763425,309248,0.0
1709810864.8083959,311296,0.0
1709810867.4406242,313344,0.0
1709810870.0698833,315392,0.0
1709810872.7231991,317440,0.0
1709810875.3567743,319488,0.0
1709810877.9810486,321536,0.0
1709810880.6240773,323584,0.0
1709810883.2681608,325632,0.0
1709810886.003822,327680,0.0
1709810888.6369212,329728,0.0
1709810891.290799,331776,0.0
1709810893.9160886,333824,0.0
1709810896.5397046,335872,0.0
1709810899.1866176,337920,0.0
1709810901.8619275,339968,0.0
1709810904.504269,342016,0.0
1709810907.1392581,344064,0.0
1709810909.7625384,346112,0.0
1709810912.3889492,348160,0.0
1709810915.0467012,350208,0.0
1709810917.6793318,352256,0.0
1709810920.353512,354304,0.0
1709810923.02594,356352,0.0
1709810925.779449,358400,0.0
1709810928.4095955,360448,0.0
1709810931.0573378,362496,0.0
1709810933.7457983,364544,0.0
1709810936.38327,366592,0.0
1709810939.0195923,368640,0.0
1709810941.6670496,370688,0.0
1709810944.308588,372736,0.0
1709810946.9358132,374784,0.0
1709810949.5617552,376832,0.0
1709810952.1901383,378880,0.0
1709810954.83479,380928,0.0
1709810957.4807403,382976,0.0
1709810960.106799,385024,0.0
1709810962.7580378,387072,0.0
1709810965.3962045,389120,0.0
1709810968.0195475,391168,0.0
1709810970.6487563,393216,0.0
1709810973.2837431,395264,0.0
1709810975.9240477,397312,0.0
1709810978.55498,399360,0.0
1709810981.20309,401408,0.0
1709810983.836597,403456,0.0
1709810986.5127523,405504,0.0
1709810989.1645863,407552,0.0
1709810991.8111854,409600,0.0
1709810994.4613485,411648,0.0
1709810997.1305687,413696,0.0
1709810999.8097558,415744,0.0
1709811002.4852943,417792,0.0
1709811005.1761627,419840,0.0
1709811007.859963,421888,0.0
1709811010.5406916,423936,0.0
1709811013.2107632,425984,0.0
1709811015.8791318,428032,0.0
1709811018.5616677,430080,0.0
1709811021.238246,432128,0.0
1709811023.932988,434176,0.0
1709811026.6127293,436224,0.0
1709811029.2336657,438272,0.0
1709811031.9144235,440320,0.0
1709811034.5397344,442368,0.0
1709811037.2332509,444416,0.0
1709811039.8979192,446464,0.0
1709811042.57872,448512,0.0
1709811045.2704341,450560,0.0
1709811047.9353738,452608,0.0
1709811050.5764892,454656,0.0
1709811053.2627816,456704,0.0
1709811055.9497225,458752,0.0
1709811058.629502,460800,0.0
1709811061.3103354,462848,0.0
1709811063.9943225,464896,160.0
1709811066.641795,466944,0.0
1709811069.298367,468992,0.0
1709811071.9787524,471040,0.0
1709811074.624739,473088,0.0
1709811077.2977264,475136,0.0
1709811079.9783432,477184,0.0
1709811082.6541557,479232,0.0
1709811085.3891082,481280,0.0
1709811088.0621295,483328,0.0
1709811090.7388442,485376,0.0
1709811093.4064586,487424,0.0
1709811096.090437,489472,0.0
1709811098.7613683,491520,0.0
1709811101.475146,493568,0.0
1709811104.1535592,495616,0.0
1709811106.838454,497664,0.0
1709811109.5052373,499712,0.0
1709811112.1892412,501760,0.0
1709811114.9163373,503808,0.0
1709811117.5940979,505856,0.0
1709811120.2681885,507904,0.0
1709811122.9492004,509952,0.0
1709811125.636146,512000,0.0
1709811128.3030057,514048,0.0
1709811130.980233,516096,0.0
1709811133.6507947,518144,0.0
1709811136.3098817,520192,0.0
1709811138.9797473,522240,0.0
1709811141.6464636,524288,0.0
1709811144.3156345,526336,0.0
1709811147.0139081,528384,0.0
1709811149.6818447,530432,0.0
1709811152.3601549,532480,0.0
1709811155.0417962,534528,0.0
1709811157.709374,536576,0.0
1709811160.3823705,538624,0.0
1709811163.0534966,540672,0.0
1709811165.763431,542720,0.0
1709811168.4442902,544768,0.0
1709811171.1166694,546816,0.0
1709811173.804858,548864,0.0
1709811176.4799533,550912,0.0
1709811179.130802,552960,0.0
1709811181.8357298,555008,0.0
1709811184.534836,557056,0.0
1709811187.1703832,559104,0.0
1709811189.8028266,561152,0.0
1709811192.4321687,563200,0.0
1709811195.0642366,565248,0.0
1709811197.6980176,567296,0.0
1709811200.3965042,569344,0.0
1709811203.11391,571392,0.0
1709811205.8874536,573440,0.0
1709811208.534092,575488,0.0
1709811211.1753943,577536,0.0
1709811213.8378346,579584,0.0
1709811216.4622228,581632,0.0
1709811219.0823903,583680,0.0
1709811221.707925,585728,0.0
1709811224.3506598,587776,0.0
1709811226.9732792,589824,0.0
1709811229.6004455,591872,0.0
1709811232.2270684,593920,0.0
1709811234.9003725,595968,0.0
1709811237.5583324,598016,0.0
1709811240.1988983,600064,0.0
1709811242.853899,602112,0.0
1709811245.5562093,604160,0.0
1709811248.2003648,606208,0.0
1709811250.8444712,608256,0.0
1709811253.4858668,610304,0.0
1709811256.1226761,612352,0.0
1709811258.7572048,614400,0.0
1709811261.396634,616448,0.0
1709811264.034738,618496,0.0
1709811266.669951,620544,0.0
1709811269.3216348,622592,0.0
1709811271.9526887,624640,0.0
1709811274.5868201,626688,0.0
1709811277.2647007,628736,0.0
1709811279.9188144,630784,0.0
1709811282.5577018,632832,0.0
1709811285.186471,634880,0.0
1709811287.821661,636928,0.0
1709811290.4654715,638976,0.0
1709811293.1053255,641024,0.0
1709811295.7503114,643072,0.0
1709811298.3973181,645120,0.0
1709811301.1015959,647168,0.0
1709811303.7898378,649216,0.0
1709811306.475084,651264,0.0
1709811309.1050448,653312,0.0
1709811311.7854893,655360,0.0
1709811314.4722679,657408,0.0
1709811317.121611,659456,0.0
1709811319.7969334,661504,0.0
1709811322.4666374,663552,0.0
1709811325.1505952,665600,0.0
1709811327.8179696,667648,0.0
1709811330.4888508,669696,0.0
1709811333.1507125,671744,0.0
1709811335.798054,673792,0.0
1709811338.5200448,675840,0.0
1709811341.2113934,677888,0.0
1709811343.886547,679936,0.0
1709811346.5650022,681984,0.0
1709811349.269158,684032,0.0
1709811351.9606287,686080,0.0
1709811354.6058404,688128,0.0
1709811357.2875988,690176,0.0
1709811359.9907897,692224,0.0
1709811362.6619706,694272,0.0
1709811365.32854,696320,0.0
1709811367.9781768,698368,0.0
1709811370.6399426,700416,0.0
1709811373.2804098,702464,0.0
1709811375.940763,704512,0.0
1709811378.59263,706560,0.0
1709811381.2729604,708608,0.0
1709811383.9328613,710656,0.0
1709811386.562955,712704,0.0
1709811389.188481,714752,0.0
1709811391.8308694,716800,0.0
1709811394.5016296,718848,0.0
1709811397.1441157,720896,0.0
1709811399.7832525,722944,0.0
1709811402.425921,724992,0.0
1709811405.0580215,727040,0.0
1709811407.6945121,729088,0.0
1709811410.312179,731136,0.0
1709811412.965872,733184,0.0
1709811415.6220775,735232,0.0
1709811418.2758024,737280,0.0
1709811420.9553804,739328,0.0
1709811423.6184158,741376,0.0
1709811426.333932,743424,0.0
1709811429.0168664,745472,0.0
1709811431.709807,747520,0.0
1709811434.4075875,749568,0.0
1709811437.0916665,751616,0.0
1709811439.7900593,753664,0.0
1709811442.4752574,755712,0.0
1709811445.1775835,757760,0.0
1709811447.8518426,759808,0.0
1709811450.5382268,761856,0.0
1709811453.2294068,763904,0.0
1709811455.9511552,765952,0.0
1709811458.6297662,768000,0.0
1709811461.330026,770048,0.0
1709811464.0095227,772096,0.0
1709811466.709153,774144,0.0
1709811469.3935382,776192,0.0
1709811472.0856729,778240,10.0
1709811474.7782013,780288,0.0
1709811477.5097365,782336,0.0
1709811480.2050235,784384,0.0
1709811482.89894,786432,0.0
1709811485.6037624,788480,0.0
1709811488.3064806,790528,0.0
1709811490.9844494,792576,0.0
1709811493.6578522,794624,0.0
1709811496.392361,796672,0.0
1709811499.0596597,798720,0.0
1709811501.7012432,800768,0.0
1709811504.3328516,802816,0.0
1709811506.9990766,804864,0.0
1709811509.6445389,806912,0.0
1709811512.2954817,808960,0.0
1709811514.930666,811008,0.0
1709811517.5632212,813056,0.0
1709811520.1972642,815104,0.0
1709811522.8331654,817152,0.0
1709811525.503266,819200,0.0
1709811528.1689777,821248,0.0
1709811530.7905533,823296,0.0
1709811533.426271,825344,0.0
1709811536.0767357,827392,0.0
1709811538.7109525,829440,0.0
1709811541.3422742,831488,0.0
1709811544.0387957,833536,0.0
1709811546.6951342,835584,0.0
1709811549.3749132,837632,0.0
1709811552.0272453,839680,0.0
1709811554.7072604,841728,0.0
1709811557.3465574,843776,0.0
1709811559.9724884,845824,0.0
1709811562.6145036,847872,0.0
1709811565.2652087,849920,0.0
1709811567.9004328,851968,0.0
1709811570.527531,854016,0.0
1709811573.148389,856064,0.0
1709811575.7932742,858112,0.0
1709811578.4452503,860160,0.0
1709811581.0823965,862208,0.0
1709811583.722332,864256,0.0
1709811586.3764265,866304,0.0
1709811589.0007105,868352,0.0
1709811591.6752803,870400,0.0
1709811594.3075383,872448,0.0
1709811596.9555182,874496,0.0
1709811599.5829198,876544,0.0
1709811602.3125253,878592,0.0
1709811604.984965,880640,0.0
1709811607.6660454,882688,0.0
1709811610.298681,884736,0.0
1709811612.9342973,886784,0.0
1709811615.571998,888832,0.0
1709811618.2026813,890880,0.0
1709811620.8310044,892928,0.0
1709811623.460411,894976,0.0
1709811626.1031554,897024,0.0
1709811628.7268324,899072,0.0
1709811631.3207583,901120,0.0
1709811633.9483323,903168,0.0
1709811636.5519936,905216,0.0
1709811639.1972492,907264,0.0
1709811641.8813722,909312,0.0
1709811644.5455136,911360,0.0
1709811647.1993015,913408,0.0
1709811649.834413,915456,0.0
1709811652.465355,917504,0.0
1709811655.1014278,919552,0.0
1709811657.7292724,921600,0.0
1709811660.3633034,923648,0.0
1709811663.0023212,925696,0.0
1709811665.6390882,927744,0.0
1709811668.269023,929792,0.0
