#{"t_start": 1701278644.9166148, "env_id": "None"}
r,l,t495.0,1000,6.2813835812.0,1000,12.1768411121.0,1000,60.6286211116.0,1000,66.686319219.0,1000,116.0694115119.0,1000,121.931311.11.0,1000,166.566611.11.0,1000,168.163187

